Law ID,State,ST,Year,Suicides,Homicides,len_text,sentiment_score,Income,Pop,DEM_Perc,GOP_Perc,HuntLic,UniqueID,GunsAmmo,avg_own_est,SuicidesB3,HomicidesB3,SuicidesA3,HomicidesA3
NV1019,Nevada,NV,2020,,,162,0.610758781,,,0.513,0.487,,Nevada_2020,,,11.03,5.455,0,0
NV1023,Nevada,NV,1995,17.12,6.8,378,0.585792482,36084,1525777,0.518,0.482,0.232570696,Nevada_1995,1.178307525,0.463756259,16.33,6.896666667,14.07,6.59
NV1024,Nevada,NV,2003,11.43,5.03,137,0.610523105,45184,2248850,0.481,0.519,0.183724211,Nevada_2003,0.213118946,0.377492819,11.39666667,4.933333333,10.65,5.036666667
NV1025,Nevada,NV,2003,11.43,5.03,137,0.610523105,45184,2248850,0.481,0.519,0.183724211,Nevada_2003,0.213118946,0.377492819,11.39666667,4.933333333,10.65,5.036666667
NV1026,Nevada,NV,2007,10.34,5.03,1329,0.595759809,54058,2601072,0.487,0.513,0.20001261,Nevada_2007,0.307176613,0.44650103,10.65,5.036666667,10.78,3.59
NV1027,Nevada,NV,2015,9.48,4.49,228,0.547912419,52008,2868531,0.533,0.467,0.202738498,Nevada_2015,0.166582876,0.400815285,10.00333333,3.293333333,10.98666667,5.396666667
NV1031,Nevada,NV,1997,15.57,6.13,1594,0.547887623,38854,1675581,0.506,0.494,0.21642165,Nevada_1997,0.796678382,0.544995377,15.18,7.123333333,13.14,5.29
NV1034,Nevada,NV,1994,15.04,7.19,1133,0.547288954,35871,1456388,0.518,0.482,0.226080058,Nevada_1994,1.208158532,0.448671398,17.13666667,6.883333333,15.35666667,6.77
NV1035,Nevada,NV,1998,13.26,6.26,755,0.561921239,39756,1743772,0.506,0.494,0.221137963,Nevada_1998,0.901564903,0.411775114,15.35666667,6.77,12.24666667,4.92
NV1051,Nevada,NV,2019,,,572,0.566604912,,,0.513,0.487,,Nevada_2019,,,10.98666667,5.396666667,0,0
NV1052,Nevada,NV,2019,,,572,0.566604912,,,0.513,0.487,,Nevada_2019,,,10.98666667,5.396666667,0,0
NV1043,Nevada,NV,1995,17.12,6.8,306,0.604353309,36084,1525777,0.518,0.482,0.232570696,Nevada_1995,1.178307525,0.463756259,16.33,6.896666667,14.07,6.59
NV1049,Nevada,NV,2017,10.57,5.41,908,0.603838325,58041,2972097,0.513,0.487,,Nevada_2017,,,10.25666667,4.53,11.49,5.5
NH1002,New Hampshire,NH,1995,7.23,0.59,364,0.630994558,39171,1145604,0.508,0.492,0.329018931,New Hampshire_1995,-0.36563993,0.440438075,7.036666667,1.293333333,6.703333333,0.68
NH1006,New Hampshire,NH,2011,5.03,0.78,212,0.516844511,65880,1320444,0.549,0.451,0.375193077,New Hampshire_2011,0.35800325,0.476109654,6.376666667,0,6.6,0.92
NH1008,New Hampshire,NH,2001,6.28,0.7,325,0.603634477,51331,1255517,0.493,0.507,0.403731331,New Hampshire_2001,-0.155701097,0.289490032,5.876666667,0.523333333,4.983333333,0.62
NH1020,New Hampshire,NH,1995,7.23,0.59,427,0.587422132,39171,1145604,0.508,0.492,0.329018931,New Hampshire_1995,-0.36563993,0.440438075,7.036666667,1.293333333,6.703333333,0.68
NH1026,New Hampshire,NH,2000,5.33,0.63,856,0.529819906,50926,1239882,0.493,0.507,0.414655465,New Hampshire_2000,-0.170041161,0.414237788,6.066666667,0.6,5.7,0.58
NH1027,New Hampshire,NH,2000,5.33,0.63,1852,0.535093009,50926,1239882,0.493,0.507,0.414655465,New Hampshire_2000,-0.170041161,0.414237788,6.066666667,0.6,5.7,0.58
NH1029,New Hampshire,NH,2017,9.15,,307,0.542899668,75630,1350395,0.502,0.498,,New Hampshire_2017,,,8.03,0.96,9.02,1.1
NH1035,New Hampshire,NH,1994,6.38,1.31,1133,0.547288954,35245,1133054,0.508,0.492,0.32758059,New Hampshire_1994,0.245385934,0.469898727,6.943333333,1.266666667,6.773333333,0.766666667
NH1036,New Hampshire,NH,1998,7.02,0.33,755,0.561921239,44958,1185823,0.556,0.444,0.341875226,New Hampshire_1998,-0.291686004,0.384218228,6.773333333,0.766666667,5.63,0.646666667
NH1043,New Hampshire,NH,1994,6.38,1.31,702,0.532663107,35245,1133054,0.508,0.492,0.32758059,New Hampshire_1994,0.245385934,0.469898727,6.943333333,1.266666667,6.773333333,0.766666667
NH1044,New Hampshire,NH,2000,5.33,0.63,262,0.555579901,50926,1239882,0.493,0.507,0.414655465,New Hampshire_2000,-0.170041161,0.414237788,6.066666667,0.6,5.7,0.58
NH1047,New Hampshire,NH,2004,4.13,0.82,793,0.542429924,56815,1290121,0.507,0.493,0.387987039,New Hampshire_2004,-0.296849319,0.340648021,5.7,0.58,5.346666667,0.7
NJ1009,New Jersey,NJ,1992,2.21,2.67,493,0.619134068,39000,7827770,0.514,0.486,0.197372186,New Jersey_1992,-1.398975494,0.299030005,2.22,2.84,2.43,2.893333333
NJ1013,New Jersey,NJ,2001,1.92,2.3,344,0.5518803,51771,8492671,0.582,0.418,0.169831539,New Jersey_2001,-1.656746791,0.11669447,2.223333333,2.023333333,2.046666667,2.923333333
NJ1016,New Jersey,NJ,2001,1.92,2.3,226,0.503532231,51771,8492671,0.582,0.418,0.169831539,New Jersey_2001,-1.656746791,0.11669447,2.223333333,2.023333333,2.046666667,2.923333333
NJ1018,New Jersey,NJ,2009,1.86,2.74,978,0.60819459,64777,8755602,0.579,0.421,0.176757776,New Jersey_2009,-1.843219572,0.122503138,1.876666667,3.333333333,1.836666667,3.31
NJ1036,New Jersey,NJ,2004,2.08,3.1,1555,0.600715458,55275,8634561,0.534,0.466,0.180888038,New Jersey_2004,-1.56922988,0.117818925,1.993333333,2.656666667,1.756666667,3.523333333
NJ1037,New Jersey,NJ,2004,2.08,3.1,824,0.571574569,55275,8634561,0.534,0.466,0.180888038,New Jersey_2004,-1.56922988,0.117818925,1.993333333,2.656666667,1.756666667,3.523333333
NJ1038,New Jersey,NJ,2017,2.14,3.14,824,0.571574569,71240,8888147,0.568,0.432,,New Jersey_2017,,,1.913333333,3.313333333,2.02,2.63
NJ1039,New Jersey,NJ,2017,2.14,3.14,541,0.617466927,71240,8888147,0.568,0.432,,New Jersey_2017,,,1.913333333,3.313333333,2.02,2.63
NJ1041,New Jersey,NJ,2019,,,398,0.570139885,,,0.568,0.432,,New Jersey_2019,,,1.986666667,3.103333333,0,0
NJ1043,New Jersey,NJ,2019,,,64,0.643747866,,,0.568,0.432,,New Jersey_2019,,,1.986666667,3.103333333,0,0
NJ1047,New Jersey,NJ,1994,2.3,2.71,1133,0.547288954,42280,7918796,0.514,0.486,0.196651229,New Jersey_1994,-1.486082399,0.150907307,2.336666667,2.78,2.25,2.716666667
NJ1048,New Jersey,NJ,1998,2.57,2.06,755,0.561921239,49826,8095542,0.6,0.4,0.190483494,New Jersey_1998,-1.893376663,0.154083924,2.25,2.716666667,2.006666667,2.103333333
NJ1054,New Jersey,NJ,2004,2.08,3.1,567,0.615828037,55275,8634561,0.534,0.466,0.180888038,New Jersey_2004,-1.56922988,0.117818925,1.993333333,2.656666667,1.756666667,3.523333333
NJ1056,New Jersey,NJ,1992,2.21,2.67,302,0.625595152,39000,7827770,0.514,0.486,0.197372186,New Jersey_1992,-1.398975494,0.299030005,2.22,2.84,2.43,2.893333333
NJ1057,New Jersey,NJ,1992,2.21,2.67,302,0.625595152,39000,7827770,0.514,0.486,0.197372186,New Jersey_1992,-1.398975494,0.299030005,2.22,2.84,2.43,2.893333333
NJ1058,New Jersey,NJ,1992,2.21,2.67,302,0.625595152,39000,7827770,0.514,0.486,0.197372186,New Jersey_1992,-1.398975494,0.299030005,2.22,2.84,2.43,2.893333333
NJ1061,New Jersey,NJ,2017,2.14,3.14,1660,0.605070889,71240,8888147,0.568,0.432,,New Jersey_2017,,,1.913333333,3.313333333,2.02,2.63
NJ1063,New Jersey,NJ,2008,1.88,2.94,216,0.564949691,65306,8711090,0.579,0.421,0.1772088,New Jersey_2008,-1.840063974,0.076028006,1.756666667,3.523333333,1.9,3.12
NJ1064,New Jersey,NJ,2008,1.88,2.94,216,0.564949691,65306,8711090,0.579,0.421,0.1772088,New Jersey_2008,-1.840063974,0.076028006,1.756666667,3.523333333,1.9,3.12
NM1004,New Mexico,NM,2004,10.26,4.27,1368,0.597263932,39562,1903808,0.498,0.502,0.44646562,New Mexico_2004,0.254093381,0.374874529,11.18,4.21,9.493333333,3.95
NM1007,New Mexico,NM,1994,12.13,6.25,1194,0.500225425,26905,1653329,0.551,0.449,0.365134595,New Mexico_1994,0.053806517,0.466330131,12.2,4.926666667,11.25666667,5.573333333
NM1021,New Mexico,NM,2019,,,525,0.598698676,,,0.547,0.453,,New Mexico_2019,,,11.80666667,5.943333333,0,0
NM1028,New Mexico,NM,1994,12.13,6.25,1133,0.547288954,26905,1653329,0.551,0.449,0.365134595,New Mexico_1994,0.053806517,0.466330131,12.2,4.926666667,11.25666667,5.573333333
NM1029,New Mexico,NM,1998,9.96,5.23,755,0.561921239,31543,1733535,0.54,0.46,0.393323432,New Mexico_1998,0.150540668,0.457465255,11.25666667,5.573333333,10.22333333,4.65
NM1035,New Mexico,NM,1994,12.13,6.25,702,0.532663107,26905,1653329,0.551,0.449,0.365134595,New Mexico_1994,0.053806517,0.466330131,12.2,4.926666667,11.25666667,5.573333333
NM1037,New Mexico,NM,2019,,,120,0.634109437,,,0.547,0.453,,New Mexico_2019,,,11.80666667,5.943333333,0,0
NM1038,New Mexico,NM,2019,,,120,0.634109437,,,0.547,0.453,,New Mexico_2019,,,11.80666667,5.943333333,0,0
NM1042,New Mexico,NM,2003,11.41,4.64,243,0.551461697,35105,1877574,0.5,0.5,0.388955928,New Mexico_2003,0.257503857,0.378907712,10.65666667,4.433333333,9.77,4.03
NM1043,New Mexico,NM,1993,11.46,4.83,284,0.638915539,26758,1614937,0.551,0.449,0.294362332,New Mexico_1993,0.086981429,0.494560503,12.57,4.975,11.91333333,5.953333333
NM1044,New Mexico,NM,1993,11.46,4.83,284,0.638915539,26758,1614937,0.551,0.449,0.294362332,New Mexico_1993,0.086981429,0.494560503,12.57,4.975,11.91333333,5.953333333
NY1002,New York,NY,2013,2.18,1.91,780,0.595539808,49966,19626488,0.635,0.365,0.226502948,New York_2013,-1.687166182,0.237257904,2.37,2.426666667,2.15,1.976666667
NY1004,New York,NY,2013,2.18,1.91,780,0.595539808,49966,19626488,0.635,0.365,0.226502948,New York_2013,-1.687166182,0.237257904,2.37,2.426666667,2.15,1.976666667
NY1006,New York,NY,2013,2.18,1.91,1320,0.59090507,49966,19626488,0.635,0.365,0.226502948,New York_2013,-1.687166182,0.237257904,2.37,2.426666667,2.15,1.976666667
NY1013,New York,NY,2000,2.34,3.14,85,0.63430506,40744,19001780,0.631,0.369,0.298281893,New York_2000,-1.515278048,0.213573711,2.516666667,3.156666667,2.176666667,2.98
NY1017,New York,NY,2000,2.34,3.14,208,0.583469033,40744,19001780,0.631,0.369,0.298281893,New York_2000,-1.515278048,0.213573711,2.516666667,3.156666667,2.176666667,2.98
NY1021,New York,NY,2006,2.09,2.96,240,0.51075238,48222,19104631,0.593,0.407,0.260557256,New York_2006,-1.31751049,0.191096881,2.14,2.796666667,2.126666667,2.653333333
NY1022,New York,NY,2013,2.18,1.91,890,0.561038852,49966,19626488,0.635,0.365,0.226502948,New York_2013,-1.687166182,0.237257904,2.37,2.426666667,2.15,1.976666667
NY1027,New York,NY,2019,,,623,0.509440422,,,0.611,0.389,,New York_2019,,,2.13,1.826666667,0,0
NY1030,New York,NY,2000,2.34,3.14,208,0.583469033,40744,19001780,0.631,0.369,0.298281893,New York_2000,-1.515278048,0.213573711,2.516666667,3.156666667,2.176666667,2.98
NY1034,New York,NY,1996,2.61,4.61,1988,0.52854979,35410,18143805,0.66,0.34,0.266203563,New York_1996,-1.577945427,0.194064676,3.026666667,7.336666667,2.516666667,3.156666667
NY1035,New York,NY,1996,2.61,4.61,1988,0.52854979,35410,18143805,0.66,0.34,0.266203563,New York_1996,-1.577945427,0.194064676,3.026666667,7.336666667,2.516666667,3.156666667
NY1036,New York,NY,2019,,,1331,0.538520634,,,0.611,0.389,,New York_2019,,,2.13,1.826666667,0,0
NY1037,New York,NY,2019,,,453,0.592631638,,,0.611,0.389,,New York_2019,,,2.13,1.826666667,0,0
NY1041,New York,NY,2008,2.12,2.64,567,0.540088713,50461,19212436,0.636,0.364,0.21292631,New York_2008,-1.400236698,0.155566818,2.2,2.786666667,2.236666667,2.553333333
NY1042,New York,NY,2008,2.12,2.64,567,0.540088713,50461,19212436,0.636,0.364,0.21292631,New York_2008,-1.400236698,0.155566818,2.2,2.786666667,2.236666667,2.553333333
NY1043,New York,NY,2000,2.34,3.14,85,0.63430506,40744,19001780,0.631,0.369,0.298281893,New York_2000,-1.515278048,0.213573711,2.516666667,3.156666667,2.176666667,2.98
NY1045,New York,NY,1994,3.18,7.38,1133,0.547288954,31899,18156652,0.595,0.405,0.291700136,New York_1994,-1.350967267,0.208753819,3.143333333,9.266666667,2.67,4.6
NY1046,New York,NY,1998,2.66,2.97,755,0.561921239,37394,18159175,0.66,0.34,0.278629056,New York_1998,-1.697915834,0.170813994,2.67,4.6,2.323333333,3.003333333
NY1054,New York,NY,2019,,,485,0.588975906,,,0.611,0.389,,New York_2019,,,2.13,1.826666667,0,0
NY1055,New York,NY,2019,,,485,0.588975906,,,0.611,0.389,,New York_2019,,,2.13,1.826666667,0,0
NY1058,New York,NY,2013,2.18,1.91,172,0.535731316,49966,19626488,0.635,0.365,0.226502948,New York_2013,-1.687166182,0.237257904,2.37,2.426666667,2.15,1.976666667
NY1059,New York,NY,2013,2.18,1.91,172,0.535731316,49966,19626488,0.635,0.365,0.226502948,New York_2013,-1.687166182,0.237257904,2.37,2.426666667,2.15,1.976666667
NY1060,New York,NY,2013,2.18,1.91,172,0.535731316,49966,19626488,0.635,0.365,0.226502948,New York_2013,-1.687166182,0.237257904,2.37,2.426666667,2.15,1.976666667
NY1064,New York,NY,2000,2.34,3.14,378,0.602067292,40744,19001780,0.631,0.369,0.298281893,New York_2000,-1.515278048,0.213573711,2.516666667,3.156666667,2.176666667,2.98
NY1065,New York,NY,2000,2.34,3.14,378,0.602067292,40744,19001780,0.631,0.369,0.298281893,New York_2000,-1.515278048,0.213573711,2.516666667,3.156666667,2.176666667,2.98
NC1001,North Carolina,NC,1995,8.26,6.48,1123,0.528387725,31979,7185403,0.495,0.505,0.246862935,North Carolina_1995,-0.200531214,0.44044992,8.733333333,7.553333333,7.95,5.603333333
NC1003,North Carolina,NC,1995,8.26,6.48,1123,0.528387725,31979,7185403,0.495,0.505,0.246862935,North Carolina_1995,-0.200531214,0.44044992,8.733333333,7.553333333,7.95,5.603333333
NC1006,North Carolina,NC,1995,8.26,6.48,1406,0.564287663,31979,7185403,0.495,0.505,0.246862935,North Carolina_1995,-0.200531214,0.44044992,8.733333333,7.553333333,7.95,5.603333333
NC1008,North Carolina,NC,2011,7.28,4,370,0.563591361,45206,9658913,0.502,0.498,0.187441798,North Carolina_2011,-0.66059762,0.500434184,7.06,4.453333333,7.19,4.203333333
NC1010,North Carolina,NC,1993,8.24,8.12,674,0.511025429,28820,6947412,0.495,0.505,0.252101582,North Carolina_1993,-0.334493561,0.582533984,8.955,7.685,8.67,6.54
NC1013,North Carolina,NC,1995,8.26,6.48,172,0.588962138,31979,7185403,0.495,0.505,0.246862935,North Carolina_1995,-0.200531214,0.44044992,8.733333333,7.553333333,7.95,5.603333333
NC1014,North Carolina,NC,1993,8.24,8.12,666,0.513952494,28820,6947412,0.495,0.505,0.252101582,North Carolina_1993,-0.334493561,0.582533984,8.955,7.685,8.67,6.54
NC1024,North Carolina,NC,2013,7.45,4.27,172,0.588962138,46337,9846717,0.489,0.511,0.181251593,North Carolina_2013,-0.355705433,0.465539339,7.13,4.096666667,7.286666667,4.736666667
NC1033,North Carolina,NC,2003,7.26,4.62,1174,0.561623514,37279,8422501,0.435,0.565,0.236280906,North Carolina_2003,-0.281916107,0.38566607,7.59,5.296666667,7.153333333,4.946666667
NC1041,North Carolina,NC,1994,8.92,7.42,1133,0.547288954,30114,7060959,0.495,0.505,0.249690136,North Carolina_1994,-0.333900905,0.494490693,8.716666667,7.83,8.34,5.936666667
NC1042,North Carolina,NC,1998,7.09,5.48,755,0.561921239,35838,7545828,0.475,0.525,0.24508934,North Carolina_1998,0.029707018,0.453408962,8.34,5.936666667,7.433333333,5.326666667
NC1046,North Carolina,NC,1995,8.26,6.48,1123,0.528387725,31979,7185403,0.495,0.505,0.246862935,North Carolina_1995,-0.200531214,0.44044992,8.733333333,7.553333333,7.95,5.603333333
NC1048,North Carolina,NC,2013,7.45,4.27,1282,0.564268708,46337,9846717,0.489,0.511,0.181251593,North Carolina_2013,-0.355705433,0.465539339,7.13,4.096666667,7.286666667,4.736666667
NC1052,North Carolina,NC,1996,8.83,5.72,500,0.603967547,35601,7307658,0.475,0.525,0.2470234,North Carolina_1996,-0.008939511,0.510348451,8.473333333,7.34,7.353333333,5.55
ND1024,North Dakota,ND,1997,7.52,0.31,1176,0.598139286,31661,640945,0.461,0.539,0.759539021,North Dakota_1997,0.982405746,0.499842145,8.023333333,0.893333333,5.68,0.916666667
ND1025,North Dakota,ND,1997,7.52,0.31,1140,0.53262049,31661,640945,0.461,0.539,0.759539021,North Dakota_1997,0.982405746,0.499842145,8.023333333,0.893333333,5.68,0.916666667
ND1027,North Dakota,ND,2017,11.99,,219,0.505803823,60167,756755,0.302,0.698,,North Dakota_2017,,,10.29333333,1.485,9.62,1.63
ND1033,North Dakota,ND,1994,7.52,0.49,1133,0.547288954,28278,639762,0.421,0.579,0.745531158,North Dakota_1994,0.508019841,0.502682215,6.616666667,1.193333333,8.023333333,0.833333333
ND1034,North Dakota,ND,1998,5.89,0.75,755,0.561921239,30304,637808,0.461,0.539,0.744673762,North Dakota_1998,1.016878704,0.472910266,8.023333333,0.833333333,5.916666667,0.943333333
ND1040,North Dakota,ND,1994,7.52,0.49,702,0.532663107,28278,639762,0.421,0.579,0.745531158,North Dakota_1994,0.508019841,0.502682215,6.616666667,1.193333333,8.023333333,0.833333333
OH1004,Ohio,OH,2004,5.6,3.03,478,0.610019982,43055,11452251,0.489,0.511,0.305510797,Ohio_2004,-0.283222078,0.352078946,5.506666667,2.933333333,5.466666667,3.826666667
OH1006,Ohio,OH,2008,5.74,3.68,326,0.507073045,46934,11515391,0.522,0.478,0.305488868,Ohio_2008,-0.155972072,0.377463867,5.466666667,3.826666667,5.646666667,3.676666667
OH1026,Ohio,OH,2004,5.6,3.03,112,0.566272736,43055,11452251,0.489,0.511,0.305510797,Ohio_2004,-0.283222078,0.352078946,5.506666667,2.933333333,5.466666667,3.826666667
OH1027,Ohio,OH,2004,5.6,3.03,341,0.602310181,43055,11452251,0.489,0.511,0.305510797,Ohio_2004,-0.283222078,0.352078946,5.506666667,2.933333333,5.466666667,3.826666667
OH1028,Ohio,OH,2008,5.74,3.68,406,0.572769523,46934,11515391,0.522,0.478,0.305488868,Ohio_2008,-0.155972072,0.377463867,5.466666667,3.826666667,5.646666667,3.676666667
OH1034,Ohio,OH,1994,6.18,3.68,1133,0.547288954,31855,11111451,0.512,0.488,0.315315821,Ohio_1994,-0.55552049,0.437949643,6.663333333,3.83,5.47,2.79
OH1035,Ohio,OH,1997,5.44,2.57,90,0.638276935,36134,11212498,0.536,0.464,0.323500608,Ohio_1997,-0.413458629,0.357910076,5.716666667,3.16,5.403333333,2.306666667
OH1036,Ohio,OH,1998,5.63,2.39,755,0.561921239,38925,11237752,0.536,0.464,0.332614087,Ohio_1998,-0.379834984,0.291653389,5.47,2.79,5.466666667,2.446666667
OH1037,Ohio,OH,1998,5.63,2.39,755,0.561921239,38925,11237752,0.536,0.464,0.332614087,Ohio_1998,-0.379834984,0.291653389,5.47,2.79,5.466666667,2.446666667
OH1042,Ohio,OH,1994,6.18,3.68,578,0.587200046,31855,11111451,0.512,0.488,0.315315821,Ohio_1994,-0.55552049,0.437949643,6.663333333,3.83,5.47,2.79
OH1044,Ohio,OH,2004,5.6,3.03,641,0.576901436,43055,11452251,0.489,0.511,0.305510797,Ohio_2004,-0.283222078,0.352078946,5.506666667,2.933333333,5.466666667,3.826666667
OH1046,Ohio,OH,2007,5.53,3.74,1331,0.566352248,49099,11500468,0.489,0.511,0.303792093,Ohio_2007,-0.16133139,0.332383546,5.49,3.59,5.566666667,3.536666667
OK1004,Oklahoma,OK,1996,9.68,4.83,353,0.573930085,27437,3289634,0.456,0.544,0.288238162,Oklahoma_1996,0.414469193,0.519853547,10.00666667,5.556666667,9.126666667,4.37
OK1007,Oklahoma,OK,2006,8.55,4.25,230,0.511289537,38838,3594090,0.344,0.656,0.284178287,Oklahoma_2006,0.282898186,0.469117674,8.373333333,3.793333333,9.13,4.136666667
OK1009,Oklahoma,OK,1994,9.43,5.62,340,0.596134901,26991,3246119,0.444,0.556,0.316879693,Oklahoma_1994,0.403796347,0.549242654,10.13333333,5.303333333,9.706666667,5.02
OK1011,Oklahoma,OK,1994,9.43,5.62,522,0.631149709,26991,3246119,0.444,0.556,0.316879693,Oklahoma_1994,0.403796347,0.549242654,10.13333333,5.303333333,9.706666667,5.02
OK1014,Oklahoma,OK,1993,10.5,6.21,439,0.638123751,26260,3228829,0.444,0.556,0.318082225,Oklahoma_1993,0.377385977,0.628649759,9.95,4.85,9.733333333,5.096666667
OK1017,Oklahoma,OK,1995,10.09,4.84,189,0.540512919,26311,3265547,0.444,0.556,0.294954866,Oklahoma_1995,0.200270267,0.484450315,10.04333333,5.543333333,9.27,4.546666667
OK1025,Oklahoma,OK,1994,9.43,5.62,522,0.631149709,26991,3246119,0.444,0.556,0.316879693,Oklahoma_1994,0.403796347,0.549242654,10.13333333,5.303333333,9.706666667,5.02
OK1027,Oklahoma,OK,1995,10.09,4.84,308,0.617352068,26311,3265547,0.444,0.556,0.294954866,Oklahoma_1995,0.200270267,0.484450315,10.04333333,5.543333333,9.27,4.546666667
OK1031,Oklahoma,OK,2019,,,406,0.587323129,,,0.307,0.693,,Oklahoma_2019,,,11.66666667,5.813333333,0,0
OK1035,Oklahoma,OK,1994,9.43,5.62,1133,0.547288954,26991,3246119,0.444,0.556,0.316879693,Oklahoma_1994,0.403796347,0.549242654,10.13333333,5.303333333,9.706666667,5.02
OK1036,Oklahoma,OK,1998,8.78,3.42,755,0.561921239,33727,3339478,0.456,0.544,0.297837646,Oklahoma_1998,0.528457341,0.457731042,9.706666667,5.02,9.153333333,3.756666667
OK1040,Oklahoma,OK,1994,9.43,5.62,702,0.532663107,26991,3246119,0.444,0.556,0.316879693,Oklahoma_1994,0.403796347,0.549242654,10.13333333,5.303333333,9.706666667,5.02
OK1042,Oklahoma,OK,1993,10.5,6.21,186,0.538502336,26260,3228829,0.444,0.556,0.318082225,Oklahoma_1993,0.377385977,0.628649759,9.95,4.85,9.733333333,5.096666667
OK1043,Oklahoma,OK,1995,10.09,4.84,392,0.628867269,26311,3265547,0.444,0.556,0.294954866,Oklahoma_1995,0.200270267,0.484450315,10.04333333,5.543333333,9.27,4.546666667
OR1001,Oregon,OR,2015,8.52,2.35,383,0.583872139,60834,4018542,0.56,0.44,0.556358299,Oregon_2015,0.535734426,0.476776881,9.263333333,1.356666667,9.52,1.803333333
OR1005,Oregon,OR,2001,7.93,1.35,254,0.50869602,41273,3467937,0.502,0.498,0.61172784,Oregon_2001,0.89529655,0.391923162,9.07,2.036666667,8.32,1.7
OR1021,Oregon,OR,2015,8.52,2.35,383,0.583872139,60834,4018542,0.56,0.44,0.556358299,Oregon_2015,0.535734426,0.476776881,9.263333333,1.356666667,9.52,1.803333333
OR1028,Oregon,OR,1994,9.87,3.56,201,0.565714717,31456,3087142,0.566,0.434,0.568600823,Oregon_1994,0.712118141,0.459421919,9.506666667,2.36,9.813333333,2.513333333
OR1029,Oregon,OR,1994,9.87,3.56,242,0.588119328,31456,3087142,0.566,0.434,0.568600823,Oregon_1994,0.712118141,0.459421919,9.506666667,2.36,9.813333333,2.513333333
OR1030,Oregon,OR,2016,9.32,1.92,477,0.606764913,59135,4093271,0.557,0.443,0.543547621,Oregon_2016,0.538412741,0.457074772,9.14,1.69,9.62,1.745
OR1031,Oregon,OR,2018,9.41,1.64,455,0.611058533,69165,4183537,0.557,0.443,,Oregon_2018,,,9.223333333,2.04,0,0
OR1032,Oregon,OR,2018,9.41,1.64,455,0.611058533,69165,4183537,0.557,0.443,,Oregon_2018,,,9.223333333,2.04,0,0
OR1033,Oregon,OR,2019,,,166,0.544614732,,,0.557,0.443,,Oregon_2019,,,9.52,1.803333333,0,0
OR1037,Oregon,OR,2014,9.79,1.33,581,0.591369808,58875,3965447,0.56,0.44,0.547914123,Oregon_2014,0.60142783,0.423852192,8.81,1.46,9.223333333,2.04
OR1040,Oregon,OR,1994,9.87,3.56,1133,0.547288954,31456,3087142,0.566,0.434,0.568600823,Oregon_1994,0.712118141,0.459421919,9.506666667,2.36,9.813333333,2.513333333
OR1041,Oregon,OR,1998,9.61,2.55,755,0.561921239,39067,3282055,0.547,0.453,0.627857272,Oregon_1998,1.06946587,0.428845818,9.813333333,2.513333333,8.51,1.636666667
OR1046,Oregon,OR,2020,,,420,0.634961545,,,0.557,0.443,,Oregon_2020,,,9.62,1.745,0,0
OR1052,Oregon,OR,1996,9.9,2.3,631,0.60925746,35492,3195087,0.547,0.453,0.623578285,Oregon_1996,1.028911044,0.50008582,9.506666667,3.053333333,9.49,2.213333333
PA1003,Pennsylvania,PA,1998,6.08,3.72,536,0.578809023,39015,12002329,0.552,0.448,0.434364884,Pennsylvania_1998,0.03115171,0.343979383,6.403333333,4.446666667,5.636666667,3.73
PA1005,Pennsylvania,PA,1998,6.08,3.72,536,0.578809023,39015,12002329,0.552,0.448,0.434364884,Pennsylvania_1998,0.03115171,0.343979383,6.403333333,4.446666667,5.636666667,3.73
PA1009,Pennsylvania,PA,2011,6.45,4.21,485,0.595077932,49910,12747052,0.552,0.448,0.435810945,Pennsylvania_2011,0.002677506,0.357389157,5.8,4.186666667,6.286666667,4.18
PA1010,Pennsylvania,PA,1995,6.66,4.35,111,0.604721844,34524,12044780,0.555,0.445,0.43524631,Pennsylvania_1995,0.083378086,0.499336075,6.23,4.36,6.21,4.236666667
PA1012,Pennsylvania,PA,1995,6.66,4.35,219,0.588182867,34524,12044780,0.555,0.445,0.43524631,Pennsylvania_1995,0.083378086,0.499336075,6.23,4.36,6.21,4.236666667
PA1013,Pennsylvania,PA,1995,6.66,4.35,582,0.59416759,34524,12044780,0.555,0.445,0.43524631,Pennsylvania_1995,0.083378086,0.499336075,6.23,4.36,6.21,4.236666667
PA1015,Pennsylvania,PA,1995,6.66,4.35,532,0.609581232,34524,12044780,0.555,0.445,0.43524631,Pennsylvania_1995,0.083378086,0.499336075,6.23,4.36,6.21,4.236666667
PA1021,Pennsylvania,PA,1995,6.66,4.35,566,0.616487741,34524,12044780,0.555,0.445,0.43524631,Pennsylvania_1995,0.083378086,0.499336075,6.23,4.36,6.21,4.236666667
PA1025,Pennsylvania,PA,1998,6.08,3.72,904,0.569938481,39015,12002329,0.552,0.448,0.434364884,Pennsylvania_1998,0.03115171,0.343979383,6.403333333,4.446666667,5.636666667,3.73
PA1030,Pennsylvania,PA,1995,6.66,4.35,532,0.609581232,34524,12044780,0.555,0.445,0.43524631,Pennsylvania_1995,0.083378086,0.499336075,6.23,4.36,6.21,4.236666667
PA1034,Pennsylvania,PA,1995,6.66,4.35,664,0.559279978,34524,12044780,0.555,0.445,0.43524631,Pennsylvania_1995,0.083378086,0.499336075,6.23,4.36,6.21,4.236666667
