Law ID,State,ST,Year,Suicides,Homicides,len_text,sentiment_score,Income,Pop,DEM_Perc,GOP_Perc,HuntLic,UniqueID,GunsAmmo,avg_own_est,SuicidesB3,HomicidesB3,SuicidesA3,HomicidesA3
CT1069,Connecticut,CT,2007,2.03,1.99,328,0.599866807,64141,3527270,0.553,0.447,0.186723033,Connecticut_2007,-0.99192604,0.134191039,2.693333333,2.273333333,2.75,2.636666667
CT1070,Connecticut,CT,2007,2.03,1.99,328,0.599866807,64141,3527270,0.553,0.447,0.186723033,Connecticut_2007,-0.99192604,0.134191039,2.693333333,2.273333333,2.75,2.636666667
DE1001,Delaware,DE,2013,5.94,4.3,434,0.588898659,54091,924062,0.594,0.406,0.200173933,Delaware_2013,-0.859887417,0.373201505,4.75,4.58,5.77,5.153333333
DE1008,Delaware,DE,1994,6.3,2.45,575,0.526532829,35873,708416,0.552,0.448,0.227930955,Delaware_1994,-0.874216477,0.445274443,5.276666667,2.166666667,5.666666667,2.873333333
DE1011,Delaware,DE,1994,6.3,2.45,672,0.586643755,35873,708416,0.552,0.448,0.227930955,Delaware_1994,-0.874216477,0.445274443,5.276666667,2.166666667,5.666666667,2.873333333
DE1016,Delaware,DE,1994,6.3,2.45,672,0.586643755,35873,708416,0.552,0.448,0.227930955,Delaware_1994,-0.874216477,0.445274443,5.276666667,2.166666667,5.666666667,2.873333333
DE1019,Delaware,DE,1994,6.3,2.45,1153,0.54749763,35873,708416,0.552,0.448,0.227930955,Delaware_1994,-0.874216477,0.445274443,5.276666667,2.166666667,5.666666667,2.873333333
DE1021,Delaware,DE,2016,5.87,4.91,434,0.594052315,58046,949989,0.56,0.44,0.231977338,Delaware_2016,-0.676873538,0.44064118,5.793333333,4.95,5.35,5.865
DE1026,Delaware,DE,2013,5.94,4.3,434,0.588898659,54091,924062,0.594,0.406,0.200173933,Delaware_2013,-0.859887417,0.373201505,4.75,4.58,5.77,5.153333333
DE1031,Delaware,DE,1992,6.01,1.58,306,0.561986446,35678,690158,0.552,0.448,0.230990898,Delaware_1992,-0.980388977,0.428298654,4.38,2.15,5.693333333,2.626666667
DE1032,Delaware,DE,1999,5.67,2.28,364,0.571282744,46628,753538,0.586,0.414,0.20177409,Delaware_1999,-0.662384276,0.321388184,5.38,2.636666667,5.45,2.323333333
DE1033,Delaware,DE,2007,5,3.55,567,0.548301995,54589,871749,0.538,0.462,0.174059084,Delaware_2007,-1.017960703,0.270566356,4.916666667,3.76,4.476666667,5.2
DE1034,Delaware,DE,2008,4.36,6.29,401,0.590994537,50702,883874,0.626,0.374,0.211428647,Delaware_2008,-1.085394047,0.307587687,4.85,3.87,4.57,4.263333333
DE1035,Delaware,DE,2018,5.72,5.51,608,0.521097541,65012,966985,0.56,0.44,,Delaware_2018,,,5.45,5.75,0,0
DE1036,Delaware,DE,2018,5.72,5.51,1510,0.552616656,65012,966985,0.56,0.44,,Delaware_2018,,,5.45,5.75,0,0
DE1037,Delaware,DE,2018,5.72,5.51,853,0.539250493,65012,966985,0.56,0.44,,Delaware_2018,,,5.45,5.75,0,0
DE1042,Delaware,DE,1994,6.3,2.45,1153,0.54749763,35873,708416,0.552,0.448,0.227930955,Delaware_1994,-0.874216477,0.445274443,5.276666667,2.166666667,5.666666667,2.873333333
DE1045,Delaware,DE,1999,5.67,2.28,227,0.55276835,46628,753538,0.586,0.414,0.20177409,Delaware_1999,-0.662384276,0.321388184,5.38,2.636666667,5.45,2.323333333
DE1046,Delaware,DE,1994,6.3,2.45,1133,0.547288954,35873,708416,0.552,0.448,0.227930955,Delaware_1994,-0.874216477,0.445274443,5.276666667,2.166666667,5.666666667,2.873333333
DE1047,Delaware,DE,1998,4.48,1.95,755,0.561921239,41458,744066,0.586,0.414,0.207717149,Delaware_1998,-0.93479493,0.290894813,5.666666667,2.873333333,5.796666667,1.936666667
DE1053,Delaware,DE,2016,5.87,4.91,434,0.594052315,58046,949989,0.56,0.44,0.231977338,Delaware_2016,-0.676873538,0.44064118,5.793333333,4.95,5.35,5.865
DE1058,Delaware,DE,2013,5.94,4.3,96,0.652961373,54091,924062,0.594,0.406,0.200173933,Delaware_2013,-0.859887417,0.373201505,4.75,4.58,5.77,5.153333333
DE1059,Delaware,DE,2013,5.94,4.3,191,0.536451757,54091,924062,0.594,0.406,0.200173933,Delaware_2013,-0.859887417,0.373201505,4.75,4.58,5.77,5.153333333
DE1060,Delaware,DE,2013,5.94,4.3,191,0.536451757,54091,924062,0.594,0.406,0.200173933,Delaware_2013,-0.859887417,0.373201505,4.75,4.58,5.77,5.153333333
DC1005,District of Columbia,DC,1996,,,241,0.51385653,31966,538273,0.901,0.099,,District of Columbia_1996,,,0,0,0,0
DC1011,District of Columbia,DC,2009,,,66,0.616941333,53141,592228,0.934,0.066,,District of Columbia_2009,,,0,0,0,0
DC1014,District of Columbia,DC,1991,,,185,0.500970602,29885,593239,0.852,0.148,,District of Columbia_1991,,,0,0,0,0
DC1017,District of Columbia,DC,2015,,,159,0.620966971,70071,677014,0.928,0.072,,District of Columbia_2015,,,0,0,0,0
DC1020,District of Columbia,DC,2009,,,291,0.576298416,53141,592228,0.934,0.066,,District of Columbia_2009,,,0,0,0,0
DC1026,District of Columbia,DC,2009,,,291,0.576298416,53141,592228,0.934,0.066,,District of Columbia_2009,,,0,0,0,0
DC1030,District of Columbia,DC,2015,,,31,0.5918715,70071,677014,0.928,0.072,,District of Columbia_2015,,,0,0,0,0
DC1035,District of Columbia,DC,2019,,,793,0.546925247,,,0.957,0.043,,District of Columbia_2019,,,0,0,0,0
DC1036,District of Columbia,DC,2019,,,399,0.549648583,,,0.957,0.043,,District of Columbia_2019,,,0,0,0,0
DC1038,District of Columbia,DC,2009,,,616,0.581493974,53141,592228,0.934,0.066,,District of Columbia_2009,,,0,0,0,0
DC1039,District of Columbia,DC,2017,,,62,0.568344295,81282,697079,0.957,0.043,,District of Columbia_2017,,,0,0,0,0
DC1041,District of Columbia,DC,2009,,,616,0.581493974,53141,592228,0.934,0.066,,District of Columbia_2009,,,0,0,0,0
DC1045,District of Columbia,DC,1994,,,1133,0.547288954,30116,564982,0.903,0.097,,District of Columbia_1994,,,0,0,0,0
DC1046,District of Columbia,DC,1998,,,755,0.561921239,33433,521426,0.901,0.099,,District of Columbia_1998,,,0,0,0,0
DC1049,District of Columbia,DC,2008,,,110,0.608977497,55590,580236,0.934,0.066,,District of Columbia_2008,,,0,0,0,0
DC1050,District of Columbia,DC,2013,,,1681,0.605414689,60057,651559,0.928,0.072,,District of Columbia_2013,,,0,0,0,0
DC1055,District of Columbia,DC,2016,,,239,0.613475084,70982,687576,0.957,0.043,,District of Columbia_2016,,,0,0,0,0
DC1056,District of Columbia,DC,1994,,,548,0.506881535,30116,564982,0.903,0.097,,District of Columbia_1994,,,0,0,0,0
DC1057,District of Columbia,DC,1994,,,548,0.506881535,30116,564982,0.903,0.097,,District of Columbia_1994,,,0,0,0,0
FL1008,Florida,FL,2005,5.96,3.74,156,0.543172836,42990,17842038,0.475,0.525,0.132481328,Florida_2005,-1.151089188,0.228561007,6.593333333,3.976666667,6.453333333,5.003333333
FL1012,Florida,FL,1994,8.54,6.51,399,0.639590621,29294,13961798,0.488,0.512,0.152992051,Florida_1994,-0.731000458,0.302502507,8.806666667,7.09,7.98,5.386666667
FL1020,Florida,FL,1991,9.24,7.35,112,0.528069079,27252,13289497,0.387,0.613,0.161151377,Florida_1991,-0.776058639,0.458981636,0,0,8.573333333,6.81
FL1028,Florida,FL,1994,8.54,6.51,399,0.639590621,29294,13961798,0.488,0.512,0.152992051,Florida_1994,-0.731000458,0.302502507,8.806666667,7.09,7.98,5.386666667
FL1031,Florida,FL,2018,7.58,4.95,169,0.638947546,54644,21254926,0.493,0.507,,Florida_2018,,,7.093333333,4.943333333,0,0
FL1032,Florida,FL,2018,7.58,4.95,169,0.638947546,54644,21254926,0.493,0.507,,Florida_2018,,,7.093333333,4.943333333,0,0
FL1033,Florida,FL,2018,7.58,4.95,321,0.50885129,54644,21254926,0.493,0.507,,Florida_2018,,,7.093333333,4.943333333,0,0
FL1034,Florida,FL,1998,7.1,4.56,195,0.518996596,34909,14908230,0.532,0.468,0.145871594,Florida_1998,-1.087856383,0.25486946,7.98,5.386666667,6.786666667,3.45
FL1035,Florida,FL,2003,6.75,4.07,195,0.578120172,38972,17004085,0.5,0.5,0.135706381,Florida_2003,-1.129050294,0.253667045,6.77,3.566666667,6.146666667,4.07
FL1036,Florida,FL,2018,7.58,4.95,172,0.616255343,54644,21254926,0.493,0.507,,Florida_2018,,,7.093333333,4.943333333,0,0
FL1037,Florida,FL,2018,7.58,4.95,172,0.616255343,54644,21254926,0.493,0.507,,Florida_2018,,,7.093333333,4.943333333,0,0
FL1038,Florida,FL,2018,7.58,4.95,991,0.501082063,54644,21254926,0.493,0.507,,Florida_2018,,,7.093333333,4.943333333,0,0
FL1039,Florida,FL,2018,7.58,4.95,337,0.5842942,54644,21254926,0.493,0.507,,Florida_2018,,,7.093333333,4.943333333,0,0
FL1043,Florida,FL,2018,7.58,4.95,321,0.50885129,54644,21254926,0.493,0.507,,Florida_2018,,,7.093333333,4.943333333,0,0
FL1046,Florida,FL,1994,8.54,6.51,1133,0.547288954,29294,13961798,0.488,0.512,0.152992051,Florida_1994,-0.731000458,0.302502507,8.806666667,7.09,7.98,5.386666667
FL1047,Florida,FL,1998,7.1,4.56,755,0.561921239,34909,14908230,0.532,0.468,0.145871594,Florida_1998,-1.087856383,0.25486946,7.98,5.386666667,6.786666667,3.45
FL1052,Florida,FL,2018,7.58,4.95,321,0.50885129,54644,21254926,0.493,0.507,,Florida_2018,,,7.093333333,4.943333333,0,0
FL1056,Florida,FL,1992,8.41,6.88,407,0.643866658,27349,13504775,0.488,0.512,0.158441191,Florida_1992,-0.836134761,0.433256331,9.24,7.35,8.57,6.456666667
FL1057,Florida,FL,1992,8.41,6.88,407,0.643866658,27349,13504775,0.488,0.512,0.158441191,Florida_1992,-0.836134761,0.433256331,9.24,7.35,8.57,6.456666667
GA1002,Georgia,GA,1996,8.81,6.59,501,0.616205156,32496,7332225,0.494,0.506,0.352268091,Georgia_1996,-0.86156402,0.4846291,9.16,7.41,8.256666667,5.23
GA1009,Georgia,GA,2006,6.75,5.25,292,0.530896723,49344,9155813,0.416,0.584,0.314257025,Georgia_2006,-0.746681258,0.319583782,7.34,4.94,7.163333333,5.303333333
GA1011,Georgia,GA,1994,9.01,7.68,1105,0.59230274,31467,7045900,0.503,0.497,0.364525228,Georgia_1994,-0.587808314,0.443899994,9.956666667,8.153333333,8.703333333,6.263333333
GA1015,Georgia,GA,1994,9.01,7.68,133,0.515350878,31467,7045900,0.503,0.497,0.364525228,Georgia_1994,-0.587808314,0.443899994,9.956666667,8.153333333,8.703333333,6.263333333
GA1019,Georgia,GA,1994,9.01,7.68,275,0.564738512,31467,7045900,0.503,0.497,0.364525228,Georgia_1994,-0.587808314,0.443899994,9.956666667,8.153333333,8.703333333,6.263333333
GA1024,Georgia,GA,1996,8.81,6.59,501,0.618400812,32496,7332225,0.494,0.506,0.352268091,Georgia_1996,-0.86156402,0.4846291,9.16,7.41,8.256666667,5.23
GA1038,Georgia,GA,1994,9.01,7.68,1133,0.547288954,31467,7045900,0.503,0.497,0.364525228,Georgia_1994,-0.587808314,0.443899994,9.956666667,8.153333333,8.703333333,6.263333333
GA1039,Georgia,GA,1998,7.88,5.12,755,0.561921239,38665,7636522,0.494,0.506,0.326242109,Georgia_1998,-0.832838437,0.447601539,8.703333333,6.263333333,7.79,5.12
GA1044,Georgia,GA,1994,9.01,7.68,702,0.532663107,31467,7045900,0.503,0.497,0.364525228,Georgia_1994,-0.587808314,0.443899994,9.956666667,8.153333333,8.703333333,6.263333333
GA1048,Georgia,GA,2017,8.5,6.42,480,0.604450822,57985,10417031,0.47,0.53,,Georgia_2017,,,8.07,5.703333333,9.03,6.22
GA1049,Georgia,GA,1992,9.37,7.62,370,0.648983538,28797,6759474,0.503,0.497,0.377545103,Georgia_1992,-0.656039357,0.556304153,10.53,9.01,9.16,7.41
GA1050,Georgia,GA,1992,9.37,7.62,370,0.648983538,28797,6759474,0.503,0.497,0.377545103,Georgia_1992,-0.656039357,0.556304153,10.53,9.01,9.16,7.41
GA1052,Georgia,GA,1999,8.09,5.09,462,0.593792081,39425,7788240,0.494,0.506,0.320066444,Georgia_1999,-0.571539136,0.454429608,8.496666667,5.73,7.62,5.196666667
GA1053,Georgia,GA,1995,8.5,6.72,96,0.652961373,34099,7188538,0.503,0.497,0.361404922,Georgia_1995,-0.655835382,0.512453868,9.45,7.71,8.496666667,5.73
HI1008,Hawaii,HI,1992,2.88,1.23,787,0.57789129,42113,1149926,0.567,0.433,0.094406245,Hawaii_1992,0.209517132,0.451411082,2.95,1.42,3.51,1.693333333
HI1010,Hawaii,HI,1992,2.88,1.23,398,0.615777552,42113,1149926,0.567,0.433,0.094406245,Hawaii_1992,0.209517132,0.451411082,2.95,1.42,3.51,1.693333333
HI1014,Hawaii,HI,1992,2.88,1.23,167,0.608366072,42113,1149926,0.567,0.433,0.094406245,Hawaii_1992,0.209517132,0.451411082,2.95,1.42,3.51,1.693333333
HI1015,Hawaii,HI,1994,4.27,1.8,156,0.606603205,42255,1173903,0.567,0.433,0.095834821,Hawaii_1994,0.779957473,0.466635545,2.8,1.266666667,3.066666667,1.656666667
HI1019,Hawaii,HI,1994,4.27,1.8,111,0.616540074,42255,1173903,0.567,0.433,0.095834821,Hawaii_1994,0.779957473,0.466635545,2.8,1.266666667,3.066666667,1.656666667
HI1028,Hawaii,HI,1992,2.88,1.23,1049,0.588035226,42113,1149926,0.567,0.433,0.094406245,Hawaii_1992,0.209517132,0.451411082,2.95,1.42,3.51,1.693333333
HI1038,Hawaii,HI,1994,4.27,1.8,111,0.616540074,42255,1173903,0.567,0.433,0.095834821,Hawaii_1994,0.779957473,0.466635545,2.8,1.266666667,3.066666667,1.656666667
HI1044,Hawaii,HI,1992,2.88,1.23,167,0.608366072,42113,1149926,0.567,0.433,0.094406245,Hawaii_1992,0.209517132,0.451411082,2.95,1.42,3.51,1.693333333
HI1046,Hawaii,HI,1994,4.27,1.8,156,0.606603205,42255,1173903,0.567,0.433,0.095834821,Hawaii_1994,0.779957473,0.466635545,2.8,1.266666667,3.066666667,1.656666667
HI1052,Hawaii,HI,1993,2.57,1.15,655,0.507725954,42662,1161508,0.567,0.433,0.093903028,Hawaii_1993,0.828494413,0.52955186,2.915,1.325,3.393333333,1.803333333
HI1053,Hawaii,HI,1994,4.27,1.8,1988,0.537557244,42255,1173903,0.567,0.433,0.095834821,Hawaii_1994,0.779957473,0.466635545,2.8,1.266666667,3.066666667,1.656666667
HI1054,Hawaii,HI,2000,2.98,0.74,361,0.536543906,51546,1213519,0.603,0.397,0.088727924,Hawaii_2000,-0.82532697,0.332239974,2.483333333,1.19,1.96,0.926666667
HI1055,Hawaii,HI,2000,2.98,0.74,219,0.519156516,51546,1213519,0.603,0.397,0.088727924,Hawaii_2000,-0.82532697,0.332239974,2.483333333,1.19,1.96,0.926666667
HI1057,Hawaii,HI,1995,3.69,2.13,1110,0.532666564,42851,1180490,0.567,0.433,0.094510243,Hawaii_1995,0.618045501,0.480057844,3.24,1.393333333,2.596666667,1.166666667
HI1061,Hawaii,HI,1994,4.27,1.8,818,0.544206917,42255,1173903,0.567,0.433,0.095834821,Hawaii_1994,0.779957473,0.466635545,2.8,1.266666667,3.066666667,1.656666667
HI1065,Hawaii,HI,1994,4.27,1.8,1133,0.547288954,42255,1173903,0.567,0.433,0.095834821,Hawaii_1994,0.779957473,0.466635545,2.8,1.266666667,3.066666667,1.656666667
HI1066,Hawaii,HI,1998,2.28,0.66,755,0.561921239,40827,1190472,0.643,0.357,0.092038136,Hawaii_1998,-0.71648542,0.309730152,3.066666667,1.656666667,2.433333333,1.016666667
HI1070,Hawaii,HI,2020,,,465,0.640055895,,,0.674,0.326,,Hawaii_2020,,,1.86,1.58,0,0
HI1071,Hawaii,HI,2020,,,498,0.632425308,,,0.674,0.326,,Hawaii_2020,,,1.86,1.58,0,0
HI1072,Hawaii,HI,1996,2.22,1.48,471,0.632975399,41772,1184434,0.643,0.357,0.094853504,Hawaii_1996,0.320806048,0.489356673,3.51,1.693333333,2.483333333,1.19
HI1076,Hawaii,HI,2000,2.98,0.74,361,0.536543906,51546,1213519,0.603,0.397,0.088727924,Hawaii_2000,-0.82532697,0.332239974,2.483333333,1.19,1.96,0.926666667
HI1078,Hawaii,HI,2019,,,245,0.536538899,,,0.674,0.326,,Hawaii_2019,,,2.05,1.61,0,0
HI1079,Hawaii,HI,2019,,,245,0.536538899,,,0.674,0.326,,Hawaii_2019,,,2.05,1.61,0,0
HI1080,Hawaii,HI,2012,2.8,,269,0.540376663,56263,1395199,0.717,0.283,0.085043346,Hawaii_2012,-1.48854819,0.190301171,2.683333333,0.75,2.27,0
ID1002,Idaho,ID,1994,11.74,2.1,938,0.566612542,31536,1135459,0.403,0.597,0.720753911,Idaho_1994,1.147495862,0.464275538,12.48666667,1.52,11.57333333,2.283333333
ID1003,Idaho,ID,1998,10.97,1.43,36,0.639883816,36680,1230923,0.392,0.608,0.77914868,Idaho_1998,1.258510672,0.432626161,11.57333333,2.283333333,9.823333333,1.396666667
ID1007,Idaho,ID,2016,12.79,1.04,754,0.561185598,56564,1684036,0.318,0.682,0.714829614,Idaho_2016,1.396697636,0.682871621,12.12,1.206666667,14.08,1.755
ID1011,Idaho,ID,1994,11.74,2.1,414,0.603297234,31536,1135459,0.403,0.597,0.720753911,Idaho_1994,1.147495862,0.464275538,12.48666667,1.52,11.57333333,2.283333333
ID1015,Idaho,ID,1994,11.74,2.1,378,0.602359176,31536,1135459,0.403,0.597,0.720753911,Idaho_1994,1.147495862,0.464275538,12.48666667,1.52,11.57333333,2.283333333
ID1026,Idaho,ID,1994,11.74,2.1,414,0.603297234,31536,1135459,0.403,0.597,0.720753911,Idaho_1994,1.147495862,0.464275538,12.48666667,1.52,11.57333333,2.283333333
ID1031,Idaho,ID,2018,14,1.81,382,0.535105169,58728,1752074,0.318,0.682,,Idaho_2018,,,13.29,1.343333333,0,0
ID1037,Idaho,ID,1994,11.74,2.1,1133,0.547288954,31536,1135459,0.403,0.597,0.720753911,Idaho_1994,1.147495862,0.464275538,12.48666667,1.52,11.57333333,2.283333333
ID1038,Idaho,ID,1998,10.97,1.43,755,0.561921239,36680,1230923,0.392,0.608,0.77914868,Idaho_1998,1.258510672,0.432626161,11.57333333,2.283333333,9.823333333,1.396666667
ID1039,Idaho,ID,1994,11.74,2.1,305,0.512699008,31536,1135459,0.403,0.597,0.720753911,Idaho_1994,1.147495862,0.464275538,12.48666667,1.52,11.57333333,2.283333333
ID1040,Idaho,ID,1998,10.97,1.43,755,0.561921239,36680,1230923,0.392,0.608,0.77914868,Idaho_1998,1.258510672,0.432626161,11.57333333,2.283333333,9.823333333,1.396666667
ID1046,Idaho,ID,1994,11.74,2.1,702,0.532663107,31536,1135459,0.403,0.597,0.720753911,Idaho_1994,1.147495862,0.464275538,12.48666667,1.52,11.57333333,2.283333333
ID1051,Idaho,ID,2008,9.68,0.86,313,0.586694241,47420,1534320,0.37,0.63,0.723702995,Idaho_2008,1.082311163,0.50580207,10.60666667,1.866666667,11.33333333,0.823333333
ID1054,Idaho,ID,2014,11.08,1.42,434,0.622708917,53438,1632248,0.336,0.664,0.745507195,Idaho_2014,1.176458472,0.447648893,11.42333333,1.036666667,13.29,1.343333333
IL1002,Illinois,IL,2013,3.65,4.54,685,0.575122774,53937,12895778,0.584,0.416,0.319156031,Illinois_2013,-0.75833475,0.353711374,3.466666667,4.77,3.786666667,5.95
IL1006,Illinois,IL,2013,3.65,4.54,301,0.611438811,53937,12895778,0.584,0.416,0.319156031,Illinois_2013,-0.75833475,0.353711374,3.466666667,4.77,3.786666667,5.95
IL1009,Illinois,IL,2000,3.5,5.3,674,0.518955171,46064,12434161,0.562,0.438,0.259407937,Illinois_2000,-0.99275831,0.325062178,3.78,6.116666667,3.676666667,5.643333333
IL1031,Illinois,IL,2013,3.65,4.54,685,0.575122774,53937,12895778,0.584,0.416,0.319156031,Illinois_2013,-0.75833475,0.353711374,3.466666667,4.77,3.786666667,5.95
IL1042,Illinois,IL,1996,4.08,7.18,713,0.553420961,39554,11953003,0.596,0.404,0.316327636,Illinois_1996,-0.895800863,0.278383105,4.53,7.846666667,3.78,6.116666667
IL1043,Illinois,IL,2008,3.38,4.9,1185,0.525466442,53254,12747038,0.627,0.373,0.320991013,Illinois_2008,-0.875871932,0.193236924,3.193333333,4.593333333,3.276666667,4.723333333
IL1044,Illinois,IL,2009,3.05,4.9,1392,0.556924045,52870,12796778,0.627,0.373,0.320366573,Illinois_2009,-0.882404891,0.316432592,3.2,4.743333333,3.466666667,4.77
IL1045,Illinois,IL,2013,3.65,4.54,1294,0.548917174,53937,12895778,0.584,0.416,0.319156031,Illinois_2013,-0.75833475,0.353711374,3.466666667,4.77,3.786666667,5.95
IL1046,Illinois,IL,2018,4.23,6.34,1142,0.542636812,70145,12724685,0.584,0.416,,Illinois_2018,,,3.896666667,6.843333333,0,0
IL1047,Illinois,IL,2019,,,1595,0.615723133,,,0.584,0.416,,Illinois_2019,,,4.08,7.14,0,0
IL1048,Illinois,IL,2019,,,2172,0.5022825,,,0.584,0.416,,Illinois_2019,,,4.08,7.14,0,0
IL1052,Illinois,IL,1994,4.13,8.49,1133,0.547288954,35081,11804986,0.586,0.414,0.32928804,Illinois_1994,-0.919881784,0.31124033,4.776666667,7.936666667,4.006666667,6.94
IL1053,Illinois,IL,1998,3.99,6.21,755,0.561921239,43178,12069774,0.596,0.404,0.301534518,Illinois_1998,-1.076784921,0.22676361,4.006666667,6.94,3.836666667,5.523333333
IL1055,Illinois,IL,2013,3.65,4.54,685,0.575122774,53937,12895778,0.584,0.416,0.319156031,Illinois_2013,-0.75833475,0.353711374,3.466666667,4.77,3.786666667,5.95
IL1056,Illinois,IL,1994,4.13,8.49,293,0.622783482,35081,11804986,0.586,0.414,0.32928804,Illinois_1994,-0.919881784,0.31124033,4.776666667,7.936666667,4.006666667,6.94
IL1058,Illinois,IL,2013,3.65,4.54,427,0.63029635,53937,12895778,0.584,0.416,0.319156031,Illinois_2013,-0.75833475,0.353711374,3.466666667,4.77,3.786666667,5.95
IL1062,Illinois,IL,2013,3.65,4.54,1117,0.579520285,53937,12895778,0.584,0.416,0.319156031,Illinois_2013,-0.75833475,0.353711374,3.466666667,4.77,3.786666667,5.95
IL1065,Illinois,IL,2013,3.65,4.54,233,0.618944049,53937,12895778,0.584,0.416,0.319156031,Illinois_2013,-0.75833475,0.353711374,3.466666667,4.77,3.786666667,5.95
IL1066,Illinois,IL,2013,3.65,4.54,233,0.618944049,53937,12895778,0.584,0.416,0.319156031,Illinois_2013,-0.75833475,0.353711374,3.466666667,4.77,3.786666667,5.95
IN1008,Indiana,IN,2006,6.89,4.18,423,0.544105113,45407,6332669,0.396,0.604,0.277159188,Indiana_2006,-0.147396496,0.389799658,6.48,3.863333333,6.64,3.886666667
IN1010,Indiana,IN,1994,7.64,5.31,732,0.581801713,27858,5745626,0.462,0.538,0.339360701,Indiana_1994,0.014552481,0.472564939,7.813333333,4.453333333,7.75,5.05
IN1012,Indiana,IN,2011,6.16,3.15,223,0.595892787,44445,6517250,0.505,0.495,0.263936004,Indiana_2011,-0.081527714,0.39517759,6.883333333,3.726666667,7.75,4.233333333
IN1014,Indiana,IN,1994,7.64,5.31,312,0.589744568,27858,5745626,0.462,0.538,0.339360701,Indiana_1994,0.014552481,0.472564939,7.813333333,4.453333333,7.75,5.05
IN1032,Indiana,IN,1994,7.64,5.31,312,0.589744568,27858,5745626,0.462,0.538,0.339360701,Indiana_1994,0.014552481,0.472564939,7.813333333,4.453333333,7.75,5.05
IN1036,Indiana,IN,2002,7.27,3.88,361,0.547902942,41047,6155967,0.42,0.58,0.308791779,Indiana_2002,0.047344758,0.380933661,6.526666667,4.186666667,6.48,3.863333333
IN1037,Indiana,IN,2005,6.55,4.05,658,0.605638087,42437,6278616,0.396,0.604,0.25922072,Indiana_2005,-0.043643181,0.416923551,6.72,3.806666667,6.63,3.973333333
IN1044,Indiana,IN,1994,7.64,5.31,1133,0.547288954,27858,5745626,0.462,0.538,0.339360701,Indiana_1994,0.014552481,0.472564939,7.813333333,4.453333333,7.75,5.05
IN1045,Indiana,IN,1998,7.13,4.76,755,0.561921239,39731,5907617,0.469,0.531,0.325432391,Indiana_1998,0.110834356,0.431211566,7.75,5.05,6.526666667,4.186666667
IN1050,Indiana,IN,2002,7.27,3.88,398,0.624426663,41047,6155967,0.42,0.58,0.308791779,Indiana_2002,0.047344758,0.380933661,6.526666667,4.186666667,6.48,3.863333333
IN1053,Indiana,IN,2011,6.16,3.15,287,0.504366636,44445,6517250,0.505,0.495,0.263936004,Indiana_2011,-0.081527714,0.39517759,6.883333333,3.726666667,7.75,4.233333333
IA1006,Iowa,IA,2011,5.95,1.04,154,0.576059341,50219,3066772,0.548,0.452,0.53007155,Iowa_2011,0.279277205,0.470663679,5.48,1.003333333,6.116666667,1.056666667
IA1031,Iowa,IA,2010,5.59,1.15,1507,0.61058265,49016,3050819,0.548,0.452,0.529609932,Iowa_2010,0.288294065,0.45458255,4.993333333,0.833333333,6.143333333,1.02
IA1033,Iowa,IA,2017,6.64,2.15,104,0.638738215,63467,3143734,0.449,0.551,,Iowa_2017,,,6.31,1.476666667,6.92,1.26
IA1038,Iowa,IA,1994,6.18,1,1133,0.547288954,33079,2829422,0.537,0.463,0.473420473,Iowa_1994,-0.334805545,0.48461248,6.083333333,1.156666667,6.393333333,1.13
IA1039,Iowa,IA,1998,4.84,1.37,755,0.561921239,37019,2861025,0.557,0.443,0.498770266,Iowa_1998,0.12397281,0.440018818,6.393333333,1.13,5.27,0.893333333
KS1004,Kansas,KS,2007,7.51,2.57,325,0.57903713,48497,2783785,0.371,0.629,0.363183738,Kansas_2007,0.434785438,0.50371867,7.263333333,2.66,6.873333333,2.85
KS1005,Kansas,KS,2015,7.59,3.35,158,0.541299641,54865,2910717,0.387,0.613,0.35170957,Kansas_2015,0.764034793,0.47178022,8.773333333,2.59,9.716666667,4.51
KS1007,Kansas,KS,2006,7.64,2.62,116,0.513505459,45552,2762931,0.371,0.629,0.368492331,Kansas_2006,0.380526355,0.407495362,7.273333333,2.753333333,6.97,2.9
KS1011,Kansas,KS,1994,7.37,4.86,95,0.532662511,28322,2569118,0.465,0.535,0.243697775,Kansas_1994,0.664999941,0.497403852,8.52,4.356666667,7.32,4.03
KS1026,Kansas,KS,2011,7.94,2.9,151,0.62606442,46147,2869677,0.424,0.576,0.359504849,Kansas_2011,0.601355265,0.461705555,6.873333333,2.85,8.773333333,2.59
KS1027,Kansas,KS,2018,9.79,4.52,758,0.587875247,63938,2912748,0.387,0.613,,Kansas_2018,,,8.983333333,4.12,0,0
KS1033,Kansas,KS,1994,7.37,4.86,1133,0.547288954,28322,2569118,0.465,0.535,0.243697775,Kansas_1994,0.664999941,0.497403852,8.52,4.356666667,7.32,4.03
KS1034,Kansas,KS,1998,7.66,4.02,755,0.561921239,36711,2638667,0.399,0.601,0.365417875,Kansas_1998,0.682429442,0.39297306,7.32,4.03,6.366666667,3.46
KS1039,Kansas,KS,1994,7.37,4.86,702,0.532663107,28322,2569118,0.465,0.535,0.243697775,Kansas_1994,0.664999941,0.497403852,8.52,4.356666667,7.32,4.03
KS1043,Kansas,KS,2017,10.58,4.87,610,0.545497,56900,2910892,0.387,0.613,,Kansas_2017,,,8.153333333,3.343333333,9.79,4.52
