FIP,Year,State,universl,permit,HuntLic,GunsAmmo,BackChk,ST,avg_own_est,Suicides,Homicides
18,1993,Indiana,0,0,0.338197292,-0.009922429,,IN,0.5362586095,8.14,4.5
18,1994,Indiana,0,0,0.339360701,0.014552481,,IN,0.472564939,7.64,5.31
18,1995,Indiana,0,0,0.340608294,0.079474825,,IN,,7.69,5.3
18,1996,Indiana,0,0,0.346447526,0.194892441,,IN,0.4381436595,8.03,4.66
18,1997,Indiana,0,0,0.344300321,0.30915926,,IN,0.39436729049999997,7.53,5.19
18,1998,Indiana,0,0,0.325432391,0.110834356,,IN,0.431211566,7.13,4.76
18,1999,Indiana,0,0,0.32329856,0.171010111,-0.13331468,IN,0.378014602,6.1,4.4
18,2000,Indiana,0,0,0.319696461,0.111881847,-0.730161094,IN,0.4605330223333333,6.77,3.51
18,2001,Indiana,0,0,0.315456092,0.061303416,-0.937826173,IN,0.383752228,6.71,4.65
18,2002,Indiana,0,0,0.308791779,0.047344758,-0.997292198,IN,0.38093366100000003,7.27,3.88
18,2003,Indiana,0,0,0.260929758,-0.023416716,-0.792689704,IN,0.383836061,6.73,3.96
18,2004,Indiana,0,0,0.306877512,-0.051476239,-0.260405751,IN,0.40173500933333334,6.16,3.58
18,2005,Indiana,0,0,0.25922072,-0.043643181,-0.337975764,IN,,6.55,4.05
18,2006,Indiana,0,0,0.277159188,-0.147396496,-0.311712867,IN,0.389799658,6.89,4.18
18,2007,Indiana,0,0,0.258802056,-0.135105996,-0.294495817,IN,0.40582577,6.09,3.99
18,2008,Indiana,0,0,0.26220298,-0.118309802,-0.231210031,IN,0.34524868,6.91,3.75
18,2009,Indiana,0,0,0.261501428,-0.084701413,-0.1422772,IN,0.453534195,6.92,3.92
18,2010,Indiana,0,0,0.258381768,-0.069531412,-0.136557461,IN,0.4086196925,6.82,3.51
18,2011,Indiana,0,0,0.263936004,-0.081527714,-0.072270892,IN,0.39517759,6.16,3.15
18,2012,Indiana,0,0,0.270685647,-0.012786708,0.08417135,IN,0.4713380603333333,7.66,3.96
18,2013,Indiana,0,0,0.267829614,0.038690534,0.165869806,IN,0.510870169,7.79,4.69
18,2014,Indiana,0,0,0.26877167,0.114934723,0.252769642,IN,0.419258407,7.8,4.05
18,2015,Indiana,0,0,0.246891314,0.240823858,0.350739123,IN,0.489498177,7.57,4.61
18,2016,Indiana,0,0,0.248126708,0.292802848,0.51166661,IN,0.45296936899999996,8.52,5.79
19,1991,Iowa,1,1,0.502952348,-0.243768751,,IA,0.5519438935000001,6.54,1.44
19,1992,Iowa,1,1,0.496236254,-0.162433029,,IA,,6.02,0.94
19,1993,Iowa,1,1,0.483227572,-0.37862222,,IA,0.59551672,5.69,1.09
19,1994,Iowa,1,1,0.473420473,-0.334805545,,IA,,6.18,1.0
19,1995,Iowa,1,1,0.490697668,-0.258441657,,IA,,6.03,1.12
19,1996,Iowa,1,1,0.489218351,-0.058064918,,IA,0.549807558,5.97,1.34
19,1997,Iowa,1,1,0.492340217,-0.088918892,,IA,0.442984438,7.18,0.93
19,1998,Iowa,1,1,0.498770266,0.12397281,,IA,,4.84,1.37
19,1999,Iowa,1,1,0.506943244,0.069950838,-1.027240458,IA,0.469395526,5.3,0.98
19,2000,Iowa,1,1,0.503686275,0.137419478,-0.950642032,IA,0.563008519,5.3,0.88
19,2001,Iowa,1,1,0.50025667,0.242266538,-0.977856031,IA,0.409969965,5.21,0.82
19,2002,Iowa,1,1,0.506622785,0.265041764,-0.996704845,IA,0.435815856,5.25,1.02
19,2003,Iowa,1,1,0.511019383,0.124283294,-0.945366925,IA,0.456274168,5.88,0.85
19,2004,Iowa,1,1,0.504956164,0.125524297,-0.921300427,IA,0.45481105466666666,5.07,1.03
19,2005,Iowa,1,1,0.509080281,0.161452911,-0.92923494,IA,,5.6,0.82
19,2006,Iowa,1,1,0.530945607,0.120530819,-0.961211054,IA,0.428866099,4.82,1.33
19,2007,Iowa,1,1,0.536308571,0.152377679,-1.022415658,IA,0.511028906,4.13,0.64
19,2008,Iowa,1,1,0.543367072,0.144592977,-1.096982398,IA,0.455412139,5.73,1.2
19,2009,Iowa,1,1,0.534841213,0.225639121,-1.178351217,IA,0.49419684,5.12,0.66
19,2010,Iowa,1,1,0.529609932,0.288294065,-1.173223228,IA,0.4545825495,5.59,1.15
19,2011,Iowa,1,1,0.53007155,0.279277205,-1.237220693,IA,0.470663679,5.95,1.04
19,2012,Iowa,1,1,0.525665397,0.386218794,-1.359153585,IA,0.4938034655,5.62,1.11
19,2013,Iowa,1,1,0.507653621,0.462301601,-1.476850012,IA,0.561869136,6.86,0.91
19,2014,Iowa,1,1,0.503088981,0.487000208,-1.440950002,IA,,5.87,1.15
19,2015,Iowa,1,1,0.495899375,0.405600828,-1.517631813,IA,0.505972503,5.84,1.62
19,2016,Iowa,1,1,0.417568069,0.553875549,-1.657150216,IA,0.54858179,7.22,1.66
20,1991,Kansas,0,0,0.254352615,0.667577951,,KS,0.5881712299999999,8.53,3.81
20,1992,Kansas,0,0,0.245548075,0.641193675,,KS,,8.41,4.01
20,1993,Kansas,0,0,0.240871203,0.631492845,,KS,0.521571234,8.62,5.25
20,1994,Kansas,0,0,0.243697775,0.664999941,,KS,0.497403852,7.37,4.86
20,1995,Kansas,0,0,0.238953567,0.661787448,,KS,,7.31,4.53
20,1996,Kansas,0,0,0.229303874,0.576502754,,KS,0.5142417195,7.77,3.72
20,1997,Kansas,0,0,0.229610123,0.544273259,,KS,0.4504450885,6.88,3.84
20,1998,Kansas,0,0,0.365417875,0.682429442,,KS,0.39297306,7.66,4.02
20,1999,Kansas,0,0,0.378716595,0.150620307,0.168720025,KS,0.456623858,6.18,3.26
20,2000,Kansas,0,0,0.382329122,0.611701872,0.140030961,KS,0.4790923923333333,6.95,3.75
20,2001,Kansas,0,0,0.378289333,0.587638818,0.071738149,KS,0.413170558,5.97,3.37
20,2002,Kansas,0,0,0.387308682,0.528899463,0.146190767,KS,0.3815670795,6.64,2.7
20,2003,Kansas,0,0,0.381852096,0.570217049,0.186104443,KS,0.438976616,7.67,2.9
20,2004,Kansas,0,0,0.385830067,0.571875508,0.165179557,KS,0.431119836,7.43,3.12
20,2005,Kansas,0,0,0.380298395,0.401028338,0.100820051,KS,,6.72,2.24
20,2006,Kansas,0,0,0.368492331,0.380526355,0.193785689,KS,0.407495362,7.64,2.62
20,2007,Kansas,0,0,0.363183738,0.434785438,0.246530314,KS,0.50371867,7.51,2.57
20,2008,Kansas,0,0,0.359007121,0.506506192,0.243962232,KS,0.403093317,6.42,2.76
20,2009,Kansas,0,0,0.356327298,0.510751647,0.439358466,KS,0.482408179,6.98,3.37
20,2010,Kansas,0,0,0.360564683,0.52773431,0.406344134,KS,0.452732374,7.22,2.42
20,2011,Kansas,0,0,0.359504849,0.601355265,0.31527021,KS,0.461705555,7.94,2.9
20,2012,Kansas,0,0,0.366885799,0.567783919,0.344781488,KS,0.45963526600000004,10.19,2.44
20,2013,Kansas,0,0,0.339953989,0.593888175,0.236357764,KS,0.569501664,8.04,2.79
20,2014,Kansas,0,0,0.34037765,0.64034627,-0.014366182,KS,0.409914995,8.09,2.54
20,2015,Kansas,0,0,0.35170957,0.764034793,0.036073633,KS,0.47178022,7.59,3.35
20,2016,Kansas,0,0,0.353712213,0.767175162,0.053005321,KS,0.466262675,8.78,4.14
21,1991,Kentucky,0,0,0.371379184,-0.508897901,,KY,0.595632242,9.76,4.59
21,1992,Kentucky,0,0,0.367473279,-0.577478442,,KY,,9.78,3.48
21,1993,Kentucky,0,0,0.366214573,-0.546580123,,KY,0.6176956680000001,10.51,4.8
21,1994,Kentucky,0,0,0.358423311,-0.526680912,,KY,0.565914949,9.83,4.19
21,1995,Kentucky,0,0,0.359858336,-0.399972178,,KY,,9.01,4.19
21,1996,Kentucky,0,0,0.357983868,-0.229946832,,KY,0.5472987985,8.77,3.67
21,1997,Kentucky,0,0,0.376815661,-0.178397399,,KY,0.5762284685000001,8.97,4.15
21,1998,Kentucky,0,0,0.380889344,0.182662218,,KY,0.570738863,9.49,4.29
21,1999,Kentucky,0,0,0.416571492,-0.048244557,1.283094141,KY,0.526979677,8.28,3.43
21,2000,Kentucky,0,0,0.404467809,0.0857582,1.205332922,KY,0.5504168983333334,9.13,3.24
21,2001,Kentucky,0,0,0.4000227,0.02045223,1.243794312,KY,0.522729484,8.01,3.34
21,2002,Kentucky,0,0,0.392550827,0.045577636,1.32394076,KY,0.469266429,8.71,3.05
21,2003,Kentucky,0,0,0.38441015,0.01269819,1.247487132,KY,0.501625502,9.5,2.78
21,2004,Kentucky,0,0,0.389880016,0.030978219,1.269334015,KY,0.502100104,8.87,3.64
21,2005,Kentucky,0,0,0.381385087,-0.014556871,1.13783203,KY,,8.74,3.63
21,2006,Kentucky,0,0,0.375117069,0.061052793,1.468428879,KY,0.428726132,8.91,2.68
21,2007,Kentucky,0,0,0.356860271,0.14552089,0.919216193,KY,0.550846365,9.71,3.53
21,2008,Kentucky,0,0,0.357243255,0.12669316,0.728257721,KY,0.488386609,8.93,3.84
21,2009,Kentucky,0,0,0.356116226,0.075767054,0.736849781,KY,0.504342747,9.13,3.09
21,2010,Kentucky,0,0,0.339216649,0.013339103,0.645649561,KY,0.455931987,8.94,2.95
21,2011,Kentucky,0,0,0.331010808,0.032038601,0.602402556,KY,0.592329707,10.08,3.05
21,2012,Kentucky,0,0,0.344597754,0.090991799,0.476040063,KY,0.530215256,10.25,3.81
21,2013,Kentucky,0,0,0.332542927,0.124291953,0.360609866,KY,0.61192095,9.68,3.21
21,2014,Kentucky,0,0,0.334849067,0.127572239,0.338231541,KY,0.421882891,10.1,3.24
21,2015,Kentucky,0,0,0.337633,0.10894716,0.363834499,KY,0.54942889,10.7,3.96
21,2016,Kentucky,0,0,0.342384215,0.019444155,0.325196929,KY,0.5654370925000001,10.84,5.61
22,1991,Louisiana,0,0,0.357069428,-1.223206253,,LA,0.6742134725,10.52,13.49
22,1992,Louisiana,0,0,0.353603974,-1.1322218,,LA,,9.95,13.27
22,1993,Louisiana,0,0,0.353715023,-1.046695882,,LA,0.5864066855000001,9.7,16.15
22,1994,Louisiana,0,0,0.350455856,-1.041355316,,LA,0.538665322,9.89,16.19
22,1995,Louisiana,0,0,0.351093211,-0.928539085,,LA,,9.74,13.27
22,1996,Louisiana,0,0,0.242025521,-0.82705625,,LA,0.42288172749999997,9.04,13.43
22,1997,Louisiana,0,0,0.358701673,-0.828541946,,LA,0.5797265715,8.93,11.67
22,1998,Louisiana,0,0,0.363413766,-0.662264688,,LA,0.373942497,7.97,9.66
22,1999,Louisiana,0,0,0.363111575,-0.668872288,0.386215231,LA,0.491883057,8.95,7.52
22,2000,Louisiana,0,0,0.369903885,-0.687714829,0.29889963,LA,0.5045899966666667,7.44,9.32
22,2001,Louisiana,0,0,0.238284258,-0.70702028,0.291382074,LA,0.440112038,8.01,8.79
22,2002,Louisiana,0,0,0.361343741,-0.611155052,0.312319935,LA,0.4665701745,7.82,10.17
22,2003,Louisiana,0,0,0.352554987,-0.666524494,0.356408321,LA,0.492726893,7.02,10.33
22,2004,Louisiana,0,0,0.359155393,-0.644941566,0.255161769,LA,0.502468281,8.26,10.16
22,2005,Louisiana,0,0,0.350407446,-0.706381114,0.60514507,LA,,7.57,9.65
22,2006,Louisiana,0,0,0.363328348,-0.609885762,0.680613324,LA,0.443907064,7.69,10.01
22,2007,Louisiana,0,0,0.409163811,-0.466631385,0.6249531,LA,0.504006137,7.6,11.12
22,2008,Louisiana,0,0,0.225552654,-0.349632233,0.737707308,LA,0.499563638,7.81,9.6
22,2009,Louisiana,0,0,0.232116345,-0.425022315,0.642498408,LA,0.482898067,7.2,10.06
22,2010,Louisiana,0,0,0.233963555,-0.405852608,0.570254816,LA,0.4378237225,8.52,9.58
22,2011,Louisiana,0,0,0.236189595,-0.473408934,0.52191699,LA,0.507232845,8.16,9.38
22,2012,Louisiana,0,0,0.348985867,-0.577133991,0.482492473,LA,0.5966617273333333,8.15,9.35
22,2013,Louisiana,0,0,0.353575538,-0.680573386,0.554485941,LA,0.570755321,8.64,9.74
22,2014,Louisiana,0,0,0.359435297,-0.721171579,0.578412465,LA,0.445944937,9.18,9.13
22,2015,Louisiana,0,0,0.361784624,-0.736142538,0.63090739,LA,0.535450907,9.77,9.96
22,2016,Louisiana,0,0,0.365110403,-0.74955713,0.59296949,LA,0.5656799100000001,9.09,11.65
23,1991,Maine,0,0,0.405110411,0.625256015,,ME,0.61049967,8.98,0.65
23,1992,Maine,0,0,0.380378022,0.401038684,,ME,,8.33,1.04
23,1993,Maine,0,0,0.384015853,-0.007081931,,ME,0.603543074,7.89,0.84
23,1994,Maine,0,0,0.378285936,0.041205944,,ME,,7.75,1.63
23,1995,Maine,0,0,0.378595525,-0.274927254,,ME,,7.37,0.86
23,1996,Maine,0,0,0.376246531,-0.400387864,,ME,,8.31,1.06
23,1997,Maine,0,0,0.368079151,-0.201114923,,ME,0.461687403,6.3,0.85
23,1998,Maine,0,0,0.35831533,-0.199355122,,ME,,8.3,0.89
23,1999,Maine,0,0,0.362151971,0.733606801,0.048532848,ME,0.498868144,6.87,1.24
23,2000,Maine,0,0,0.362777017,0.087398936,0.106558437,ME,0.495179001,7.41,0.89
23,2001,Maine,0,0,0.361921329,0.220458576,0.251560207,ME,0.398282442,6.31,0.6
23,2002,Maine,0,0,0.40337074,0.295530314,0.357365957,ME,0.414889428,5.92,0.62
23,2003,Maine,0,0,0.40841496,0.233033637,0.361654998,ME,0.453414015,5.15,0.5
23,2004,Maine,0,0,0.400639785,0.104960902,0.374577289,ME,0.4063919583333333,7.04,0.86
23,2005,Maine,0,0,0.406509951,0.336281282,0.223653677,ME,,7.07,0.57
23,2006,Maine,0,0,0.400847119,0.487510115,0.224515949,ME,0.407338981,5.9,1.17
23,2007,Maine,0,0,0.395901888,0.491781615,0.175531363,ME,0.564970887,6.25,1.18
23,2008,Maine,0,0,0.419130485,0.49197807,0.137578448,ME,0.46061941,6.96,0.96
23,2009,Maine,0,0,0.41927531,0.505982969,0.23184106,ME,0.483024092,7.47,1.05
23,2010,Maine,0,0,0.419175691,0.457976042,0.431319232,ME,0.4852816105,6.47,1.06
23,2011,Maine,0,0,0.410848571,0.423569646,0.410211271,ME,0.56652819,7.64,1.22
23,2012,Maine,0,0,0.410933069,0.429184337,0.424191001,ME,0.513156702,7.57,1.19
23,2013,Maine,0,0,0.403532675,0.455488208,0.441279445,ME,0.640072883,9.4,0.83
23,2014,Maine,0,0,0.400490043,0.457013761,0.382981034,ME,,7.98,0.96
23,2015,Maine,0,0,0.406261381,0.350455846,0.430837355,ME,0.488383346,8.64,1.14
23,2016,Maine,0,0,0.410557932,0.590588766,0.681913432,ME,0.620005443,7.42,
24,1991,Maryland,0,0,0.208389788,-0.593512727,,MD,0.333275045,5.38,8.07
24,1992,Maryland,0,0,0.208037579,-0.567203744,,MD,,5.2,8.85
24,1993,Maryland,0,0,0.205050137,-0.609364796,,MD,0.336406327,5.48,9.31
24,1994,Maryland,0,0,0.196354097,-0.619270049,,MD,0.317642894,6.01,8.75
24,1995,Maryland,0,0,0.201041873,-0.672007565,,MD,,5.32,9.08
24,1996,Maryland,1,0,0.194681872,-0.781648654,,MD,0.2185660245,5.32,8.51
24,1997,Maryland,1,0,0.191663835,-0.799297989,,MD,0.360287184,5.31,8.15
24,1998,Maryland,1,0,0.192331831,-0.859559765,,MD,0.199101943,5.12,7.59
24,1999,Maryland,1,0,0.188121758,-0.655731106,-1.308532006,MD,0.260718471,4.66,7.72
24,2000,Maryland,1,0,0.188574073,-0.704097753,-1.22804892,MD,0.28282061266666664,4.71,6.84
24,2001,Maryland,1,0,0.190550351,-0.837265758,-1.197557307,MD,0.238316214,4.11,6.91
24,2002,Maryland,1,0,0.236550825,-0.875635303,-1.245884785,MD,0.2299184345,4.34,6.89
24,2003,Maryland,1,0,0.219386158,-0.790821233,-1.263875927,MD,0.234818852,4.37,7.31
24,2004,Maryland,1,0,0.234267965,-0.728231319,-1.260225383,MD,0.227663588,4.45,7.11
24,2005,Maryland,1,0,0.217492815,-0.917999595,-1.197274855,MD,,3.95,7.64
24,2006,Maryland,1,0,0.158192999,-0.922213458,-1.226682391,MD,0.202264797,4.15,7.51
24,2007,Maryland,1,0,0.215992464,-1.072755666,-1.151797118,MD,0.195252353,4.05,7.63
24,2008,Maryland,1,0,0.212766088,-1.068604596,-1.079688199,MD,0.149581317,4.49,6.73
24,2009,Maryland,1,0,0.223700273,-1.137995221,-1.078072805,MD,0.212613284,4.26,5.61
24,2010,Maryland,1,0,0.215825185,-1.17556542,-1.116279942,MD,0.190142293,3.69,5.41
24,2011,Maryland,1,0,0.216291788,-1.261217597,-1.115452483,MD,0.326797836,4.01,4.77
24,2012,Maryland,1,0,0.21416461,-1.310589534,-1.117472666,MD,0.2207542176666667,4.32,5.12
24,2013,Maryland,1,1,0.0,-1.347434079,-0.715405117,MD,0.265360831,4.1,5.15
24,2014,Maryland,1,1,0.221007308,-1.355677926,-1.145903152,MD,0.18821671,4.35,4.26
24,2015,Maryland,1,1,0.216985248,-1.347422423,-1.328345049,MD,0.286974318,3.83,7.69
24,2016,Maryland,1,1,0.131343064,-1.286889093,-1.347376737,MD,0.2129238295,3.92,7.57
25,1991,Massachusetts,0,1,0.185693765,-1.203589392,,MA,0.21544214,2.65,2.18
25,1992,Massachusetts,0,1,0.18507497,-1.233031429,,MA,,2.74,1.75
25,1993,Massachusetts,0,1,0.207512481,-1.461146971,,MA,0.2386435295,2.33,2.07
25,1994,Massachusetts,0,1,0.206918858,-1.465318007,,MA,0.196310747,2.48,2.33
25,1995,Massachusetts,0,1,0.20324095,-1.548962017,,MA,,2.36,1.96
25,1996,Massachusetts,0,1,0.199237897,-1.625017093,,MA,0.17175013449999998,2.17,1.52
25,1997,Massachusetts,0,1,0.20211648,-1.50189629,,MA,0.20114278400000002,2.22,1.17
25,1998,Massachusetts,0,1,0.195986093,-1.597523252,,MA,0.169080838,2.39,1.03
25,1999,Massachusetts,0,1,0.193695168,-1.483156208,-1.645371689,MA,0.144596737,1.83,1.13
25,2000,Massachusetts,0,1,0.193748314,-1.691017174,-1.467332657,MA,0.16108256566666665,1.61,1.06
25,2001,Massachusetts,0,1,0.177763346,-1.688183487,-1.444849838,MA,0.121652103,1.63,1.26
25,2002,Massachusetts,0,1,0.184267883,-1.671750606,-1.430051549,MA,0.12495601649999999,1.48,1.48
25,2003,Massachusetts,0,1,0.178607967,-1.59571114,-1.379603218,MA,0.171249228,1.81,1.22
25,2004,Massachusetts,0,1,0.184376699,-1.412139002,-1.184286874,MA,0.128941478,1.42,1.67
25,2005,Massachusetts,0,1,0.178876586,-1.57874739,-1.441627731,MA,,1.64,1.7
25,2006,Massachusetts,0,1,0.188630838,-1.620097665,-1.454883161,MA,0.154226901,1.48,1.66
25,2007,Massachusetts,0,1,0.180008849,-1.66153908,-1.453845859,MA,0.114904506,1.68,1.78
25,2008,Massachusetts,0,1,0.177961892,-1.712316931,-1.447924667,MA,0.118503314,1.72,1.5
25,2009,Massachusetts,0,1,0.177533041,-1.682162014,-1.448160841,MA,0.174157344,1.28,1.7
25,2010,Massachusetts,0,1,0.179024494,-1.736613665,-1.408562599,MA,0.176553074,2.01,1.93
25,2011,Massachusetts,0,1,0.182558447,-1.755016028,-1.401929179,MA,0.2365004,1.61,1.95
25,2012,Massachusetts,0,1,0.234053102,-1.748345197,-1.41566379,MA,0.13996272666666665,2.14,1.09
25,2013,Massachusetts,0,1,0.178069505,-1.754847137,-1.428387285,MA,0.205799001,1.56,1.25
25,2014,Massachusetts,0,1,0.187783534,-1.775180259,-1.361155514,MA,0.123381395,1.71,0.98
25,2015,Massachusetts,0,1,0.185203677,-1.435065335,-1.399291969,MA,0.2076735,1.59,1.26
25,2016,Massachusetts,0,1,0.186968768,-1.660566837,-1.440060089,MA,0.1566656245,1.89,1.33
26,1991,Michigan,1,1,0.467120683,-0.360289309,,MI,0.5186955355,7.21,7.95
26,1992,Michigan,1,1,0.467802302,-0.332912234,,MI,,6.4,7.38
26,1993,Michigan,1,1,0.470804132,-0.482485932,,MI,0.444157509,6.78,7.79
26,1994,Michigan,1,1,0.450317986,-0.464771319,,MI,0.447829221,6.3,7.47
26,1995,Michigan,1,1,0.455537898,-0.397507969,,MI,,6.0,6.67
26,1996,Michigan,1,1,0.449989785,-0.235600347,,MI,0.436274913,6.57,5.63
26,1997,Michigan,1,1,0.510577924,-0.166843002,,MI,0.40075099700000005,5.72,5.47
26,1998,Michigan,1,1,0.488974168,-0.078122945,,MI,0.381942724,5.64,5.12
26,1999,Michigan,1,1,0.491163403,-0.202122969,-0.888712473,MI,0.351031908,5.51,5.2
26,2000,Michigan,1,1,0.473421952,-0.182090619,-0.777000055,MI,0.41806525200000005,5.38,5.08
26,2001,Michigan,1,1,0.473236167,-0.229426902,-0.756033911,MI,0.38629928,5.44,5.03
26,2002,Michigan,1,1,0.472101637,-0.065379331,-0.656069526,MI,0.3725906445,5.79,4.94
26,2003,Michigan,1,1,0.470770294,-0.016697166,-0.638900415,MI,0.396099703,5.19,4.84
26,2004,Michigan,1,1,0.471170983,0.035404858,-0.679150874,MI,0.3971081906666667,5.24,4.99
26,2005,Michigan,1,1,0.4705364,0.088398303,-0.75553068,MI,,5.45,5.04
26,2006,Michigan,1,1,0.461430785,-0.004437242,-0.810963771,MI,0.381263173,5.8,5.5
26,2007,Michigan,1,1,0.445454511,-0.02638704,-0.902735165,MI,0.376207492,5.42,5.29
26,2008,Michigan,1,1,0.447778298,-0.074275822,-0.983635038,MI,0.30076498,5.61,5.13
26,2009,Michigan,1,1,0.443891368,-0.007220858,-1.065020162,MI,0.417245883,5.59,5.24
26,2010,Michigan,1,1,0.442960433,0.020444848,-1.102623202,MI,0.3659124155,5.89,4.72
26,2011,Michigan,1,1,0.44690123,-0.013889901,-1.190103911,MI,0.356959355,6.02,5.48
26,2012,Michigan,1,1,0.44632095,-0.012209488,-1.254989806,MI,0.44846425399999995,5.93,6.14
26,2013,Michigan,1,1,0.439276573,0.027790984,-0.949183004,MI,0.472329927,6.44,5.27
26,2014,Michigan,1,1,0.434425193,0.063236135,-0.99050439,MI,0.344021359,6.47,4.39
26,2015,Michigan,1,1,0.433061378,0.179798944,-0.951790311,MI,0.480776411,6.55,4.74
26,2016,Michigan,1,1,0.431214054,0.184188838,-1.008194286,MI,0.44176300700000004,6.79,5.12
27,1991,Minnesota,0,0,0.479455353,-0.386479281,,MN,0.47935151049999997,5.94,1.45
27,1992,Minnesota,0,0,0.487297694,-0.411063884,,MN,,6.23,1.53
27,1993,Minnesota,0,0,0.481067578,-0.487074922,,MN,0.447216683,5.22,1.76
27,1994,Minnesota,0,0,0.467808231,-0.475205195,,MN,0.439899599,5.43,1.97
27,1995,Minnesota,0,0,0.421675193,-0.239948772,,MN,,5.88,2.18
27,1996,Minnesota,0,0,0.423341838,-0.221430487,,MN,0.47452985550000004,5.59,1.97
27,1997,Minnesota,0,0,0.464889142,-0.117078787,,MN,0.386005012,5.42,1.61
27,1998,Minnesota,0,0,0.462179809,0.049963089,,MN,0.383814533,5.09,1.13
27,1999,Minnesota,0,0,0.486445494,-0.062390945,-0.294928046,MN,0.439253078,4.68,1.09
27,2000,Minnesota,0,0,0.496091476,0.042497674,-0.116009897,MN,0.4733885193333333,4.54,1.55
27,2001,Minnesota,0,0,0.49602093,0.130052467,-0.157505295,MN,0.404374297,4.85,1.36
27,2002,Minnesota,0,0,0.556662296,0.252703991,-0.078646563,MN,0.35136340850000003,4.73,1.08
27,2003,Minnesota,0,0,0.522482249,0.201395981,0.099898821,MN,0.428399228,4.79,1.46
27,2004,Minnesota,0,0,0.552886887,0.187464645,0.081155153,MN,0.39358295566666673,5.2,1.66
27,2005,Minnesota,0,0,0.519102163,0.158193387,-0.018233537,MN,,4.89,1.69
27,2006,Minnesota,0,0,0.514543486,0.123007927,-0.027197972,MN,0.355991656,4.66,1.49
27,2007,Minnesota,0,0,0.508624388,0.077761894,-0.079678442,MN,0.458402733,4.99,1.34
27,2008,Minnesota,0,0,0.52018255,0.188279607,-0.188916961,MN,0.356835875,5.43,1.35
27,2009,Minnesota,0,0,0.518496257,0.165343318,-0.208867973,MN,0.433461919,5.1,0.88
27,2010,Minnesota,0,0,0.510934837,0.292892625,-0.21258769,MN,0.4248159325,5.15,1.23
27,2011,Minnesota,0,0,0.517760003,0.238210808,-0.207940983,MN,0.464047968,5.8,1.12
27,2012,Minnesota,0,0,0.508599088,0.207274607,-0.221448407,MN,0.39163379066666665,5.62,1.12
27,2013,Minnesota,0,0,0.529070823,0.149237444,-0.167271908,MN,0.531655044,6.01,1.4
27,2014,Minnesota,0,0,0.522012404,0.134814404,-0.266979819,MN,0.293939083,5.33,1.11
27,2015,Minnesota,0,0,0.528339075,0.059422466,-0.262960499,MN,0.419411264,5.41,1.77
27,2016,Minnesota,0,0,0.511176787,0.001093867,-0.173622543,MN,0.42408062049999995,5.77,1.56
28,1991,Mississippi,0,0,0.318222409,-1.305228862,,MS,0.623782991,10.89,10.33
28,1992,Mississippi,0,0,0.317614011,-1.275880236,,MS,,9.87,10.91
28,1993,Mississippi,0,0,0.323234452,-1.03526055,,MS,0.5974452375,10.2,12.68
28,1994,Mississippi,0,0,0.308383122,-1.025806194,,MS,0.537482648,9.15,12.39
28,1995,Mississippi,0,0,0.296384984,-0.670657364,,MS,,9.46,10.22
28,1996,Mississippi,0,0,0.289244652,-0.544675014,,MS,0.5694936895,9.21,9.32
28,1997,Mississippi,0,0,0.298013903,-0.460699538,,MS,0.5910089540000001,9.98,9.94
28,1998,Mississippi,0,0,0.294585447,-0.101233857,,MS,0.434702718,8.76,8.01
28,1999,Mississippi,0,0,0.294181368,0.12512357,1.414526067,MS,0.544336264,8.84,7.43
28,2000,Mississippi,0,0,0.296858264,-0.227526114,1.244237259,MS,0.529801444,7.79,7.48
28,2001,Mississippi,0,0,0.29786866,-0.250826164,1.100296951,MS,0.548800053,8.56,7.74
28,2002,Mississippi,0,0,0.292996475,-0.117060564,1.123642212,MS,0.5030217525,8.99,7.31
28,2003,Mississippi,0,0,0.28606128,-0.235075666,1.110234154,MS,0.569707642,8.77,7.05
28,2004,Mississippi,0,0,0.29145447,-0.273980286,1.055759472,MS,0.536998366,8.47,7.09
28,2005,Mississippi,0,0,0.284203045,-0.235623307,1.248168644,MS,,8.74,6.21
28,2006,Mississippi,0,0,0.284187871,-0.276090664,1.247389175,MS,,7.65,7.76
28,2007,Mississippi,0,0,0.279464912,-0.138256714,1.114197168,MS,0.557667654,9.52,7.56
28,2008,Mississippi,0,0,0.285308988,-0.039489397,0.882686271,MS,,9.66,8.37
28,2009,Mississippi,0,0,0.290622904,-0.192891236,0.662577774,MS,0.490551948,9.2,6.75
28,2010,Mississippi,0,0,0.305593989,-0.170182681,0.71391268,MS,0.506318431,8.51,7.1
28,2011,Mississippi,0,0,0.266686883,-0.417270445,0.631076935,MS,0.537739768,8.85,7.65
28,2012,Mississippi,0,0,0.260356622,-0.544269996,0.5443896,MS,0.611017559,9.94,7.56
28,2013,Mississippi,0,0,0.25610754,-0.616091893,0.496791627,MS,0.603472835,9.22,7.41
28,2014,Mississippi,0,0,0.289573533,-0.601220963,0.621270124,MS,0.475677378,8.2,8.89
28,2015,Mississippi,0,0,0.348449996,-0.523397219,0.862843069,MS,0.542032968,9.3,9.11
28,2016,Mississippi,0,0,0.337964941,-0.532068359,0.906146791,MS,0.569575154,8.71,9.82
29,1991,Missouri,1,1,0.444312217,0.032651604,,MO,0.558786223,9.01,7.54
29,1992,Missouri,1,1,0.443168868,0.064223293,,MO,,7.52,7.69
29,1993,Missouri,1,1,0.441226905,0.037632659,,MO,0.4904603275,8.26,8.52
